step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J5_stopped,J5_accumulated_waiting_time,J5_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,14,35,1,0,14,0,0.0,0.0,7.006356039857655,1,0.0,0.49725967898439827,1,0.0
20.0,28,56,6,1,29,0,15.0,0.5357142857142857,5.128861910240401,6,17.0,0.28105804642544113,6,17.0
30.0,39,89,17,6,45,0,110.0,2.8205128205128207,4.047926659338869,17,113.0,0.19686311650064672,17,113.0
40.0,48,106,29,11,59,0,343.0,7.145833333333333,2.8009311879243968,29,348.0,0.16188877327976822,29,348.0
50.0,58,135,31,15,73,0,462.0,7.9655172413793105,2.5936714102549567,31,515.0,0.12329709839780649,31,515.0
60.0,61,152,41,22,83,0,821.0,13.459016393442623,2.527127582520996,41,832.0,0.09837949673325243,41,832.0
70.0,66,182,43,29,95,0,1127.0,17.075757575757574,2.0446416610638893,43,1161.0,0.0888450829953109,43,1161.0
80.0,70,219,52,36,106,0,1597.0,22.814285714285713,1.9301289446740404,52,1606.0,0.06679913604555683,52,1606.0
90.0,71,250,42,44,115,0,1019.0,14.352112676056338,1.927403453004674,42,1742.0,0.07147403434928369,42,1742.0
100.0,70,283,42,51,121,0,965.0,13.785714285714286,2.964958853118302,42,1481.0,0.10237929879676583,42,1481.0
110.0,69,318,35,62,131,0,813.0,11.782608695652174,3.0179580720390637,35,1402.0,0.11778742430701764,35,1402.0
120.0,69,332,42,74,143,0,1052.0,15.246376811594203,3.6009769950394945,42,1476.0,0.1307867122485441,42,1476.0
130.0,68,355,47,86,154,0,1323.0,19.455882352941178,1.745613040816465,47,1704.0,0.07585155436216606,47,1704.0
140.0,69,387,50,91,160,0,1716.0,24.869565217391305,1.8655577117980902,50,1983.0,0.05319396259768179,50,1983.0
150.0,71,412,51,98,169,0,1848.0,26.028169014084508,1.79922840504236,51,2251.0,0.06331524691302633,51,2251.0
160.0,70,438,56,105,175,0,2175.0,31.071428571428573,1.5737205723413337,56,2592.0,0.048421845041982374,56,2592.0
170.0,70,473,45,112,182,0,2398.0,34.25714285714286,2.009323780059143,45,2856.0,0.08823989281540022,45,2856.0
180.0,71,517,51,118,189,0,2859.0,40.267605633802816,2.1876776748564515,51,3232.0,0.06162819577442301,51,3232.0
190.0,72,548,45,126,198,0,1600.0,22.22222222222222,2.0779122497197497,45,3016.0,0.07389461618638524,45,3016.0
200.0,72,565,51,135,207,0,1790.0,24.86111111111111,2.3413148584131656,51,2553.0,0.06012815239020196,51,2553.0
210.0,67,597,44,146,213,0,1815.0,27.08955223880597,2.1078553225123655,44,2692.0,0.09382410644887455,44,2692.0
220.0,72,621,49,153,225,0,2135.0,29.65277777777778,2.413790300593064,49,2779.0,0.10415901242904933,49,2779.0
230.0,70,651,40,162,232,0,1137.0,16.242857142857144,2.6494524205355665,40,2497.0,0.09213331786996751,40,2497.0
240.0,66,686,47,174,240,0,1148.0,17.393939393939394,2.5075343715696627,47,2155.0,0.07021814474835372,47,2155.0
250.0,63,718,36,183,246,0,936.0,14.857142857142858,2.7764797962842405,36,2028.0,0.11533304848081674,36,2028.0
260.0,62,740,42,192,254,0,1141.0,18.403225806451612,2.688333660527218,42,1780.0,0.08903997687185278,42,1780.0
270.0,63,767,40,200,263,0,1336.0,21.206349206349206,2.9532912102303825,40,2061.0,0.10786204992535608,40,2061.0
280.0,59,792,42,212,271,0,1699.0,28.796610169491526,2.070433253408293,42,2414.0,0.09211981517455474,42,2414.0
290.0,65,814,44,217,282,0,1672.0,25.723076923076924,1.2092948502704028,44,2665.0,0.05518846960249345,44,2665.0
300.0,67,849,56,220,287,0,1996.0,29.791044776119403,1.3861667170928453,56,2917.0,0.05263042500033717,56,2917.0
310.0,66,880,37,225,291,0,1904.0,28.848484848484848,2.019046059243086,37,3053.0,0.08429008019537962,37,3053.0
320.0,71,910,46,230,301,0,2272.0,32.0,2.7118217706910057,46,3122.0,0.08751667586243436,46,3122.0
330.0,73,936,48,240,313,0,2543.0,34.83561643835616,2.062795216479788,48,3321.0,0.0727602276997932,48,3321.0
340.0,73,960,52,249,322,0,2995.0,41.02739726027397,2.2524809430869466,52,3470.0,0.07707731226584262,52,3470.0
350.0,72,986,59,259,331,0,3555.0,49.375,1.5993905909492656,59,3996.0,0.05768951056856822,59,3996.0
360.0,70,1031,41,265,335,0,1694.0,24.2,2.535513543110372,41,3228.0,0.09466956408029463,41,3228.0
370.0,69,1055,42,275,344,0,1695.0,24.565217391304348,2.9663210647051264,42,2224.0,0.0963399053121833,42,2224.0
380.0,67,1089,33,287,354,0,909.0,13.567164179104477,2.933705963251899,33,2048.0,0.11546052643597803,33,2048.0
390.0,68,1112,36,299,367,0,786.0,11.558823529411764,3.3451854493030746,36,1771.0,0.13307221048008347,36,1771.0
400.0,63,1133,39,312,375,0,1045.0,16.58730158730159,2.8417653667747915,39,1748.0,0.1033064218653177,39,1748.0
410.0,62,1157,30,321,383,0,862.0,13.903225806451612,2.717459717290414,30,1469.0,0.1079852010137719,30,1469.0
420.0,62,1176,40,331,393,0,1108.0,17.870967741935484,2.279210361259012,40,1528.0,0.10239565434467378,40,1528.0
430.0,66,1214,39,337,403,0,1259.0,19.075757575757574,2.7902377542515016,39,1670.0,0.10142556255961772,39,1670.0
440.0,64,1245,45,349,413,0,1631.0,25.484375,2.449442429334405,45,2000.0,0.0910816169681609,45,2000.0
450.0,62,1284,45,357,419,0,1681.0,27.112903225806452,1.3189316498154073,45,2244.0,0.051612557970712285,45,2244.0
460.0,60,1317,47,362,422,0,1971.0,32.85,1.5348379213817906,47,2393.0,0.05338835969783829,47,2393.0
470.0,62,1353,32,367,429,0,981.0,15.82258064516129,2.409230299091849,32,2256.0,0.11850442888362359,32,2256.0
480.0,64,1376,33,373,437,0,829.0,12.953125,3.396690602193539,33,1863.0,0.12697062376251234,33,1863.0
490.0,63,1387,33,385,448,0,978.0,15.523809523809524,2.8974321130497604,33,1992.0,0.11289716210208443,33,1992.0
500.0,61,1417,38,395,456,0,1307.0,21.42622950819672,3.6305009614132353,38,2257.0,0.11137382677796372,38,2257.0
510.0,58,1433,44,408,466,0,1706.0,29.413793103448278,2.1842928388029184,44,2649.0,0.06428315197063834,44,2649.0
520.0,56,1482,35,415,471,0,1743.0,31.125,2.283282645061593,35,2553.0,0.09313166388634571,35,2553.0
530.0,58,1502,34,421,479,0,1988.0,34.275862068965516,3.2466420550882757,34,2346.0,0.13147426373687934,34,2346.0
540.0,59,1529,34,431,490,0,1184.0,20.06779661016949,2.5221412732044675,34,1985.0,0.09865567408265542,34,1985.0
550.0,60,1542,44,440,500,0,1281.0,21.35,1.7323316479534807,44,1936.0,0.08770020064657423,44,1936.0
560.0,69,1557,38,443,512,0,1154.0,16.72463768115942,3.032445672792444,38,2061.0,0.11424146519748192,38,2061.0
570.0,68,1585,46,455,523,0,1467.0,21.573529411764707,2.39363269740357,46,2328.0,0.10193093187055986,46,2328.0
580.0,67,1623,54,464,531,0,1960.0,29.253731343283583,1.5371484787809617,54,2795.0,0.0452413377669204,54,2795.0
590.0,68,1659,36,470,538,0,1967.0,28.926470588235293,2.6040527666479796,36,2741.0,0.0973125392828712,36,2741.0
600.0,66,1706,38,480,546,0,2284.0,34.60606060606061,3.63127087359155,38,2790.0,0.14610210383959948,38,2790.0
610.0,64,1739,40,492,556,0,1335.0,20.859375,1.6791134037010718,40,2701.0,0.07147670072912134,40,2701.0
620.0,69,1760,45,496,565,0,1171.0,16.971014492753625,1.6572431821927611,45,2589.0,0.07296242635411697,45,2589.0
630.0,75,1781,43,501,576,0,1275.0,17.0,2.086215049781513,43,2805.0,0.06892643693839645,43,2805.0
640.0,76,1806,53,511,587,0,1671.0,21.986842105263158,1.475790065389968,53,3197.0,0.045024678439856254,53,3197.0
650.0,74,1846,60,517,591,0,2057.0,27.7972972972973,1.324406692947975,60,3030.0,0.0371343901741961,60,3030.0
660.0,71,1874,56,524,595,0,2519.0,35.478873239436616,1.2822808981899676,56,3020.0,0.040376258011721816,56,3020.0
670.0,72,1902,41,529,601,0,1396.0,19.38888888888889,2.0004213839504374,41,2915.0,0.07988502454751578,41,2915.0
680.0,75,1931,46,535,610,0,1244.0,16.586666666666666,2.186374215559938,46,2524.0,0.08088712527260898,46,2524.0
690.0,77,1962,50,542,619,0,1555.0,20.194805194805195,1.7981027233503488,50,2653.0,0.06107589801969266,50,2653.0
700.0,75,2005,59,550,625,0,2058.0,27.44,1.774341819388205,59,3063.0,0.03108040682588423,59,3063.0
710.0,72,2040,42,558,630,0,1706.0,23.694444444444443,2.441624623516552,42,3029.0,0.0800183218957314,42,3029.0
720.0,71,2067,45,568,639,0,1991.0,28.04225352112676,2.742582495424284,45,3035.0,0.0846878210674716,45,3035.0
730.0,67,2097,39,580,647,0,1104.0,16.47761194029851,2.2790938283645654,39,2734.0,0.07802441733493402,39,2734.0
740.0,68,2124,44,589,657,0,864.0,12.705882352941176,3.2434214947725497,44,2212.0,0.1403360339803819,44,2212.0
750.0,68,2155,36,599,667,0,955.0,14.044117647058824,2.673054993674403,36,2142.0,0.11059722466324544,36,2142.0
760.0,68,2180,43,609,677,0,1312.0,19.294117647058822,2.671840287457846,43,2347.0,0.08662104786488524,43,2347.0
770.0,69,2211,44,619,688,0,1195.0,17.318840579710145,1.4340061211280999,44,2615.0,0.06338069849252947,44,2615.0
780.0,74,2241,57,624,698,0,1435.0,19.39189189189189,1.3992068294374158,57,2819.0,0.04689116220153277,57,2819.0
790.0,73,2270,46,630,703,0,1357.0,18.589041095890412,1.7083889806161643,46,2569.0,0.05997618872874958,46,2569.0
800.0,75,2292,50,637,712,0,1697.0,22.626666666666665,2.290498740541909,50,2715.0,0.07823829702311301,50,2715.0
810.0,71,2325,42,646,717,0,1551.0,21.845070422535212,2.0651069713585235,42,2822.0,0.0644501504444598,42,2822.0
820.0,68,2359,44,655,723,0,1892.0,27.823529411764707,2.5834385423261246,44,3006.0,0.10364290984023398,44,3006.0
830.0,69,2395,45,664,733,0,2140.0,31.014492753623188,1.8777718915663795,45,3223.0,0.06288460138299586,45,3223.0
840.0,70,2434,51,672,742,0,2610.0,37.285714285714285,2.375874046031422,51,3580.0,0.08386700328944059,51,3580.0
850.0,68,2457,49,680,748,0,1479.0,21.75,1.2825561172983313,49,3428.0,0.06236893414663191,49,3428.0
