step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J5_stopped,J5_accumulated_waiting_time,J5_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,13,16,1,0,13,0,0.0,0.0,7.704431161393289,1,0.0,0.5538852221825693,1,0.0
20.0,28,47,7,0,28,0,21.0,0.75,5.998395803692911,7,21.0,0.32513796060719524,7,21.0
30.0,36,68,18,6,42,0,133.0,3.6944444444444446,4.443647801027868,18,133.0,0.22346620199587672,18,133.0
40.0,45,92,25,11,56,0,302.0,6.711111111111111,3.5762354469778783,25,302.0,0.15761529815308248,25,302.0
50.0,53,105,38,18,71,0,611.0,11.528301886792454,2.0043647639184488,38,612.0,0.10172459775105674,38,612.0
60.0,61,139,27,21,82,0,409.0,6.704918032786885,3.1925246983504767,27,642.0,0.14056407443341135,27,642.0
70.0,61,173,32,32,93,0,678.0,11.114754098360656,3.785357564415841,32,720.0,0.14596513931365598,32,720.0
80.0,64,200,30,45,109,0,374.0,5.84375,2.195728250788882,30,730.0,0.09773588793742698,30,730.0
90.0,71,232,46,50,121,0,742.0,10.450704225352112,2.006753343988263,46,963.0,0.05691151406280795,46,963.0
100.0,72,257,50,58,130,0,1073.0,14.902777777777779,1.8535574570375997,50,1342.0,0.06929396044167754,50,1342.0
110.0,71,294,53,66,137,0,1592.0,22.422535211267604,2.0639749784085057,53,1807.0,0.07228146656150546,53,1807.0
120.0,68,330,52,75,143,0,2020.0,29.705882352941178,1.506566535031432,52,2213.0,0.06458221585054426,52,2213.0
130.0,71,354,58,80,151,0,2566.0,36.140845070422536,1.6142567249097717,58,2689.0,0.040889707365640855,58,2689.0
140.0,73,376,46,86,159,0,2015.0,27.602739726027398,2.074902442039118,46,2764.0,0.08415309973321297,46,2764.0
150.0,71,420,49,95,166,0,2165.0,30.492957746478872,2.5385514105975053,49,2557.0,0.09865992365024612,49,2557.0
160.0,70,448,42,104,174,0,1298.0,18.542857142857144,2.6346085164210495,42,2307.0,0.08566901897187675,42,2307.0
170.0,66,467,39,116,182,0,1075.0,16.28787878787879,3.411257116842459,39,1855.0,0.1275190812300751,39,1855.0
180.0,62,503,37,127,189,0,1069.0,17.241935483870968,2.2153080124472506,37,1982.0,0.09600385630006728,37,1982.0
190.0,66,518,45,133,199,0,1387.0,21.015151515151516,2.532163573124497,45,2170.0,0.09531461178883202,45,2170.0
200.0,72,545,39,140,212,0,1485.0,20.625,3.0100150108381434,39,1998.0,0.10684681876919404,39,1998.0
210.0,68,569,40,153,221,0,1827.0,26.86764705882353,3.2149511859180855,40,2110.0,0.11964049992095648,40,2110.0
220.0,66,599,32,165,231,0,2000.0,30.303030303030305,3.247712380891503,32,2277.0,0.1282681293306874,32,2277.0
230.0,62,631,39,178,240,0,2345.0,37.82258064516129,3.0040997076276588,39,2537.0,0.10712207353024364,39,2537.0
240.0,59,667,37,188,247,0,2563.0,43.440677966101696,3.1659014495707356,37,2809.0,0.09875672249194854,37,2809.0
250.0,57,701,39,199,256,0,2891.0,50.719298245614034,2.0380411050483263,39,3157.0,0.08742547449816124,39,3157.0
260.0,61,729,43,204,265,0,2555.0,41.885245901639344,1.0870211960744791,43,3314.0,0.05063131387291191,43,3314.0
270.0,64,757,53,206,270,0,2833.0,44.265625,1.107964400635672,53,3396.0,0.03178972090191386,53,3396.0
280.0,63,797,35,210,273,0,2646.0,42.0,1.9871621905971293,35,3575.0,0.07245648740255285,35,3575.0
290.0,62,828,42,218,280,0,2979.0,48.04838709677419,2.351902412603907,42,3756.0,0.07793397264042908,42,3756.0
300.0,65,858,48,225,290,0,3379.0,51.98461538461538,1.9386568059723568,48,4161.0,0.06554196484522928,48,4161.0
310.0,68,880,55,232,300,0,3836.0,56.411764705882355,1.0910680215555222,55,4645.0,0.03813982174916561,55,4645.0
320.0,70,929,63,236,306,0,4436.0,63.371428571428574,0.8913757457221816,63,5246.0,0.032089757200059583,63,5246.0
330.0,70,962,64,240,310,0,5066.0,72.37142857142857,0.9180348337418999,64,5876.0,0.031155376268612863,64,5876.0
340.0,69,997,50,244,313,0,2910.0,42.17391304347826,1.9210027341950604,50,5169.0,0.06388186953840122,50,5169.0
350.0,66,1027,49,254,320,0,2773.0,42.015151515151516,1.9833220596790526,49,4413.0,0.07534553330201078,49,4413.0
360.0,68,1057,51,261,329,0,3261.0,47.955882352941174,1.9959851506469577,51,4069.0,0.0816874033502551,51,4069.0
370.0,69,1100,49,268,337,0,2704.0,39.18840579710145,1.4048116197004687,49,3896.0,0.04695278292798442,49,3896.0
380.0,71,1135,50,272,343,0,2796.0,39.38028169014085,2.0594189810611105,50,3533.0,0.061945724529872834,50,3533.0
390.0,72,1155,55,281,353,0,3172.0,44.05555555555556,1.8177967230208734,55,3445.0,0.08265273866458843,55,3445.0
400.0,74,1181,47,287,361,0,3326.0,44.945945945945944,2.471714268003703,47,3660.0,0.08065949837153932,47,3660.0
410.0,69,1206,50,299,368,0,3794.0,54.98550724637681,2.2974135252617836,50,4002.0,0.06821909277368304,50,4002.0
420.0,68,1219,47,308,376,0,4127.0,60.69117647058823,1.8255730424988237,47,4176.0,0.06761442211683087,47,4176.0
430.0,67,1249,50,316,383,0,4606.0,68.74626865671642,2.344127972872053,50,4619.0,0.07696952356516504,50,4619.0
440.0,68,1270,54,324,392,0,4648.0,68.3529411764706,1.1914385088908097,54,4882.0,0.05258180652102244,54,4882.0
450.0,70,1299,56,327,397,0,4755.0,67.92857142857143,1.4944158989905554,56,4975.0,0.05328667643735654,56,4975.0
460.0,73,1329,48,332,405,0,4681.0,64.12328767123287,2.183255458184664,48,5120.0,0.07025146077968161,48,5120.0
470.0,70,1360,52,342,412,0,5112.0,73.02857142857142,2.0598014824133104,52,5427.0,0.06663450491516232,52,5427.0
480.0,68,1391,51,351,419,0,5521.0,81.19117647058823,1.4177572785845622,51,5716.0,0.04371364119770016,51,5716.0
490.0,73,1422,56,354,427,0,6058.0,82.98630136986301,1.9077347319179276,56,6142.0,0.06343074958657921,56,6142.0
500.0,73,1450,40,362,435,0,2637.0,36.12328767123287,2.315727413934408,40,5074.0,0.08404938395708599,40,5074.0
510.0,70,1479,40,373,443,0,1136.0,16.228571428571428,3.9715404563425962,40,3304.0,0.14699447957078365,40,3304.0
520.0,63,1516,39,387,450,0,1342.0,21.3015873015873,2.363025575019833,39,3191.0,0.08902797297042313,39,3191.0
530.0,67,1538,49,394,461,0,1757.0,26.223880597014926,1.732899061276629,49,3571.0,0.06864732724905624,49,3571.0
540.0,69,1565,44,399,468,0,1602.0,23.217391304347824,2.0554630759853936,44,3683.0,0.059788732790110655,44,3683.0
550.0,69,1595,53,409,478,0,1922.0,27.855072463768117,1.3294518181949224,53,3857.0,0.04509377280946564,53,3857.0
560.0,71,1621,42,414,485,0,1614.0,22.732394366197184,2.4306498691459764,42,2715.0,0.08625813522721362,42,2715.0
570.0,69,1652,44,424,493,0,1774.0,25.71014492753623,2.4565761329551448,44,2438.0,0.0965377466148448,44,2438.0
580.0,68,1676,47,432,500,0,1084.0,15.941176470588236,1.3819626916284895,47,2537.0,0.052270231740251,47,2537.0
590.0,68,1714,53,438,506,0,1212.0,17.823529411764707,1.501400109060166,53,2305.0,0.05177949950315968,53,2305.0
600.0,69,1742,39,443,512,0,1417.0,20.536231884057973,2.4430389316741326,39,2469.0,0.08915856070302357,39,2469.0
610.0,69,1768,46,451,520,0,1837.0,26.6231884057971,3.3909683549626966,46,2708.0,0.09395464025007141,46,2708.0
620.0,63,1806,42,465,528,0,1544.0,24.50793650793651,2.132812681180876,42,2643.0,0.09447763218359438,42,2643.0
630.0,64,1829,43,472,536,0,1836.0,28.6875,2.235711048580046,43,2653.0,0.07869178582152805,43,2653.0
640.0,65,1866,41,479,544,0,1112.0,17.107692307692307,1.6561085499249986,41,2750.0,0.0703521115600199,41,2750.0
650.0,68,1895,49,484,552,0,1191.0,17.514705882352942,1.8977382772036715,49,2457.0,0.05718091430686113,49,2457.0
660.0,70,1917,51,491,561,0,1015.0,14.5,1.5038984022623694,51,2193.0,0.0486695401955878,51,2193.0
670.0,72,1948,54,498,570,0,1201.0,16.680555555555557,1.259239181310189,54,2250.0,0.05848074676746212,54,2250.0
680.0,74,1981,46,503,577,0,914.0,12.35135135135135,2.1205541174033513,46,2175.0,0.06685678960811811,46,2175.0
690.0,70,2009,43,513,583,0,1170.0,16.714285714285715,2.7862248016025686,43,2281.0,0.10498800888728055,43,2281.0
700.0,69,2043,50,522,591,0,1513.0,21.92753623188406,1.1422155779465228,50,2513.0,0.051801911338029236,50,2513.0
710.0,72,2061,50,526,598,0,1984.0,27.555555555555557,2.446871233300104,50,2757.0,0.09221775031639172,50,2757.0
720.0,70,2092,47,534,604,0,1739.0,24.84285714285714,1.8774742283741845,47,2640.0,0.06713974283523406,47,2640.0
730.0,75,2113,55,540,615,0,2063.0,27.506666666666668,1.948477728501992,55,2512.0,0.050865529170295735,55,2512.0
740.0,73,2147,53,549,622,0,2363.0,32.36986301369863,1.6042104198142215,53,2941.0,0.058553839174308536,53,2941.0
750.0,74,2167,52,555,629,0,2831.0,38.25675675675676,2.425612874652889,52,3297.0,0.07714464992068251,52,3297.0
760.0,73,2198,45,565,638,0,2466.0,33.78082191780822,2.5371179148407115,45,3317.0,0.08019573124845897,45,3317.0
770.0,65,2235,43,577,642,0,2639.0,40.6,3.041894624053106,43,3216.0,0.10399775215004653,43,3216.0
780.0,60,2260,43,588,648,0,2981.0,49.68333333333333,2.285357163949299,43,3523.0,0.07172171842963303,43,3523.0
790.0,61,2281,50,596,657,0,3441.0,56.40983606557377,1.8107791887803928,50,3964.0,0.07145221281641956,50,3964.0
800.0,63,2315,39,601,664,0,3077.0,48.84126984126984,2.36865892786555,39,3874.0,0.08940639817029601,39,3874.0
810.0,69,2342,45,608,677,0,3366.0,48.78260869565217,2.4886796901174035,45,3857.0,0.09862414436592823,45,3857.0
820.0,71,2367,41,616,687,0,3261.0,45.929577464788736,2.585824531673854,41,3874.0,0.08831093924554793,41,3874.0
830.0,68,2403,42,628,696,0,3540.0,52.05882352941177,3.3062668746698383,42,3930.0,0.12662720643800077,42,3930.0
840.0,66,2426,31,640,706,0,938.0,14.212121212121213,2.7801582145939734,31,2867.0,0.12057180610010981,31,2867.0
850.0,67,2454,37,650,717,0,682.0,10.17910447761194,3.0939794095081696,37,1635.0,0.09890992590075451,37,1635.0
860.0,65,2483,35,662,727,0,712.0,10.953846153846154,2.618866272865864,35,1655.0,0.09875834918283018,35,1655.0
870.0,68,2513,47,670,738,0,1110.0,16.323529411764707,2.3094386718513484,47,2002.0,0.07408450974845436,47,2002.0
880.0,73,2549,49,678,751,0,1441.0,19.73972602739726,2.373125345875075,49,1864.0,0.07610236577721936,49,1864.0
890.0,69,2585,50,688,757,0,1905.0,27.608695652173914,2.2077677735575842,50,2115.0,0.06608011280613549,50,2115.0
900.0,67,2617,53,698,765,0,2362.0,35.25373134328358,1.867140425742435,53,2568.0,0.07813206607917986,53,2568.0
910.0,69,2645,57,704,773,0,2905.0,42.10144927536232,1.3949800219989008,57,3110.0,0.05728718718529874,57,3110.0
920.0,74,2678,50,708,782,0,3287.0,44.41891891891892,2.331812950897368,50,3514.0,0.0766198688320142,50,3514.0
930.0,70,2723,53,719,789,0,3792.0,54.17142857142857,1.990159514629186,53,3961.0,0.07257332276836487,53,3961.0
940.0,70,2750,57,727,797,0,4334.0,61.91428571428571,1.946314097641672,57,4502.0,0.06561032123103587,57,4502.0
950.0,69,2777,38,734,803,0,2573.0,37.289855072463766,2.667816049849839,38,3995.0,0.09948810420521656,38,3995.0
960.0,65,2801,38,746,811,0,2244.0,34.52307692307692,3.4781392784528404,38,2860.0,0.11665333249742271,38,2860.0
970.0,59,2828,41,758,817,0,2523.0,42.76271186440678,2.44262462729858,41,3160.0,0.07876123608394775,41,3160.0
980.0,58,2856,48,767,825,0,2960.0,51.03448275862069,1.4243903948176533,48,3576.0,0.052138872391983386,48,3576.0
990.0,60,2883,36,771,831,0,3147.0,52.45,2.0637273210346305,36,3430.0,0.07379308343601879,36,3430.0
1000.0,58,2914,39,778,836,0,3517.0,60.63793103448276,2.7729119408180924,39,3532.0,0.07781177211151498,39,3532.0
1010.0,56,2951,39,787,843,0,2367.0,42.267857142857146,1.566557629838292,39,3313.0,0.07172017116725937,39,3313.0
1020.0,57,2972,41,791,848,0,1791.0,31.42105263157895,1.8392259354267326,41,2471.0,0.07686958191189303,41,2471.0
1030.0,62,3009,39,795,857,0,1840.0,29.677419354838708,2.311641923509309,39,2488.0,0.08526245132407868,39,2488.0
1040.0,63,3027,46,803,866,0,2209.0,35.06349206349206,1.6942575224980172,46,2791.0,0.07978168317476865,46,2791.0
1050.0,68,3053,57,807,875,0,2725.0,40.0735294117647,1.0631121837236157,57,3237.0,0.03616423625399176,57,3237.0
1060.0,71,3091,47,810,881,0,1549.0,21.816901408450704,1.6620552946645584,47,3230.0,0.05254423598084281,47,3230.0
1070.0,67,3115,40,818,885,0,1177.0,17.567164179104477,2.683949258123978,40,2643.0,0.10601696288254246,40,2643.0
1080.0,69,3146,37,828,897,0,719.0,10.420289855072463,2.8718264869691934,37,2336.0,0.10368125308032633,37,2336.0
1090.0,68,3172,43,839,907,0,1102.0,16.205882352941178,3.076807624316723,43,2264.0,0.09215220924645205,43,2264.0
1100.0,62,3207,39,853,915,0,1323.0,21.338709677419356,2.039139064307377,39,1992.0,0.07330908378290281,39,1992.0
1110.0,62,3236,44,860,922,0,1733.0,27.951612903225808,2.6130307610731847,44,2087.0,0.08648460149858128,44,2087.0
1120.0,60,3270,47,869,929,0,2180.0,36.333333333333336,1.9393445845956676,47,2534.0,0.05863614363798931,47,2534.0
1130.0,61,3299,52,876,937,0,2666.0,43.704918032786885,1.3404956517341529,52,3020.0,0.05288202357165341,52,3020.0
1140.0,64,3328,46,880,944,0,2105.0,32.890625,1.6286624175184872,46,3017.0,0.08151066737535789,46,3017.0
