step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J5_stopped,J5_accumulated_waiting_time,J5_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,11,13,0,0,11,0,0.0,0.0,8.002385678984801,0,0.0,0.6349312640795239,0,0.0
20.0,26,29,7,0,26,0,23.0,0.8846153846153846,5.62410823569379,7,23.0,0.3249611420222789,7,23.0
30.0,37,57,15,4,41,0,89.0,2.4054054054054053,4.374266148146158,15,89.0,0.23870588422842168,15,89.0
40.0,46,80,25,10,56,0,287.0,6.239130434782608,2.970469312949007,25,288.0,0.13972650753520371,25,288.0
50.0,57,114,27,15,72,0,366.0,6.421052631578948,3.7912326866616133,27,421.0,0.14762047041071671,27,421.0
60.0,58,144,36,26,84,0,680.0,11.724137931034482,3.0673952701376708,36,684.0,0.10897558420865029,36,684.0
70.0,58,169,42,37,95,0,1066.0,18.379310344827587,2.8122252666537246,42,1070.0,0.11142286304789521,42,1070.0
80.0,57,201,43,45,102,0,1226.0,21.50877192982456,1.7169100442446428,43,1376.0,0.09452997538882303,43,1376.0
90.0,59,242,40,50,109,0,1416.0,24.0,2.622676182583342,40,1581.0,0.1039318134662097,40,1581.0
100.0,59,287,43,57,116,0,1828.0,30.983050847457626,2.3113406521086612,43,1858.0,0.07546886799455572,43,1858.0
110.0,59,323,29,64,123,0,1335.0,22.627118644067796,2.8068985380307536,29,1833.0,0.1212944718603778,29,1833.0
120.0,61,360,34,72,133,0,1541.0,25.262295081967213,3.509986453154394,34,1618.0,0.12407110525371738,34,1618.0
130.0,63,384,29,83,146,0,1595.0,25.317460317460316,3.5613351674261873,29,1733.0,0.14864765171480582,29,1733.0
140.0,60,402,34,96,156,0,1885.0,31.416666666666668,3.4338746394988306,34,1972.0,0.11458962681775607,34,1972.0
150.0,59,431,42,109,168,0,2210.0,37.45762711864407,2.669948761297785,42,2311.0,0.08047109998647589,42,2311.0
