step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J5_stopped,J5_accumulated_waiting_time,J5_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,12,23,1,0,12,0,0.0,0.0,7.380195908566453,1,0.0,0.5328170926877841,1,0.0
20.0,28,49,9,1,29,0,17.0,0.6071428571428571,6.41457940069842,9,17.0,0.351078884118458,9,17.0
30.0,35,81,10,6,41,0,71.0,2.0285714285714285,4.868252857248801,10,71.0,0.2757685994285693,10,71.0
40.0,46,102,25,12,58,0,241.0,5.239130434782608,3.492369312591254,25,242.0,0.1601597344197543,25,242.0
50.0,54,126,26,18,72,0,344.0,6.37037037037037,3.691770006887236,26,363.0,0.17317963217181384,26,363.0
60.0,58,146,36,28,86,0,628.0,10.827586206896552,3.3327663048247116,36,629.0,0.11078109220133467,36,629.0
70.0,59,162,38,40,99,0,904.0,15.322033898305085,2.398423996880952,38,978.0,0.108677713575981,38,978.0
80.0,61,203,28,46,107,0,471.0,7.721311475409836,3.0585953624683,28,959.0,0.13254752765168792,28,959.0
90.0,58,249,28,56,114,0,615.0,10.60344827586207,3.9295609548388106,28,832.0,0.14774494728244478,28,832.0
100.0,60,274,28,69,129,0,667.0,11.116666666666667,3.4805015120433507,28,860.0,0.15331027106589837,28,860.0
110.0,60,302,40,81,141,0,1010.0,16.833333333333332,2.3864793158694795,40,1195.0,0.10507659737046417,40,1195.0
120.0,65,335,37,87,152,0,1241.0,19.092307692307692,2.7973826474233796,37,1411.0,0.10110360527511822,37,1411.0
130.0,66,365,42,98,164,0,1631.0,24.71212121212121,2.9928633341944093,42,1741.0,0.1203730781769536,42,1741.0
140.0,66,390,32,109,175,0,1236.0,18.727272727272727,3.0713413623707035,32,1696.0,0.11886950511607951,32,1696.0
150.0,64,421,37,120,184,0,1511.0,23.609375,2.9490411977027993,37,1673.0,0.12179965418014095,37,1673.0
160.0,66,435,47,130,196,0,1015.0,15.378787878787879,1.4265493685234885,47,1675.0,0.060742346597667855,47,1675.0
170.0,68,464,49,135,203,0,964.0,14.176470588235293,1.9553575841922854,49,1586.0,0.09776986547953222,49,1586.0
180.0,70,501,38,140,210,0,760.0,10.857142857142858,2.347731219308718,38,1639.0,0.08480947747165274,38,1639.0
190.0,70,520,47,152,222,0,1071.0,15.3,2.6896190786452263,47,1713.0,0.07542047575219352,47,1713.0
200.0,69,539,44,163,232,0,1296.0,18.782608695652176,2.207118494953435,44,1721.0,0.09118340813421316,44,1721.0
210.0,71,574,49,171,242,0,1701.0,23.95774647887324,2.4450894397271425,49,1906.0,0.10118052764573292,49,1906.0
220.0,71,609,43,178,249,0,1311.0,18.464788732394368,2.873720320845416,43,1973.0,0.0881264330563514,43,1973.0
230.0,65,636,41,191,256,0,1429.0,21.984615384615385,3.09821507119984,41,1860.0,0.10459485909855483,41,1860.0
240.0,60,664,29,203,263,0,1158.0,19.3,3.229492504094388,29,1812.0,0.1279676080113309,29,1812.0
250.0,61,695,34,213,274,0,1355.0,22.21311475409836,2.9335875620295164,34,1833.0,0.12174123003076011,34,1833.0
260.0,67,715,37,223,290,0,632.0,9.432835820895523,1.913643947443017,37,1654.0,0.08820550220920088,37,1654.0
270.0,68,750,44,229,297,0,950.0,13.970588235294118,2.58035609148905,44,1470.0,0.10271509684957997,44,1470.0
280.0,68,785,38,238,306,0,1069.0,15.720588235294118,2.33897522867667,38,1683.0,0.08331675652290503,38,1683.0
290.0,70,813,52,247,317,0,1509.0,21.557142857142857,2.0209331043227525,52,2059.0,0.06689445669120996,52,2059.0
300.0,70,847,38,255,325,0,1106.0,15.8,2.5609582861219313,38,2093.0,0.10212194497158815,38,2093.0
310.0,69,877,36,265,334,0,1253.0,18.159420289855074,3.427594165010216,36,2010.0,0.1373616958457412,36,2010.0
320.0,67,907,48,278,345,0,1689.0,25.208955223880597,2.139605918402105,48,2327.0,0.08368654077731115,48,2327.0
330.0,67,946,51,285,352,0,1339.0,19.98507462686567,1.3536252741976647,51,2436.0,0.04900867278327193,51,2436.0
340.0,65,974,49,290,355,0,1547.0,23.8,1.6658263450792643,49,2494.0,0.048378170325610904,49,2494.0
350.0,64,1011,33,296,360,0,1034.0,16.15625,2.1323069289068664,33,2363.0,0.08979900530955894,33,2363.0
360.0,66,1037,39,303,369,0,1063.0,16.106060606060606,3.2793662163122974,39,2190.0,0.12840145690372243,39,2190.0
370.0,64,1071,33,314,378,0,583.0,9.109375,2.9326241928456627,33,1842.0,0.09689705610157,33,1842.0
380.0,62,1108,44,327,389,0,807.0,13.016129032258064,2.245239447641737,44,1829.0,0.07188767751729512,44,1829.0
390.0,63,1142,39,335,398,0,983.0,15.603174603174603,1.7779145356851933,39,1910.0,0.08006744095954776,39,1910.0
400.0,70,1173,51,339,409,0,1398.0,19.97142857142857,1.7986359692263065,51,2219.0,0.06377663075921769,51,2219.0
410.0,72,1218,39,345,417,0,1046.0,14.527777777777779,2.7642606387397377,39,2204.0,0.09417310189810378,39,2204.0
420.0,69,1246,43,358,427,0,1319.0,19.115942028985508,2.9255123773551954,43,2149.0,0.1230147837169793,43,2149.0
430.0,66,1265,47,368,434,0,1159.0,17.560606060606062,1.2373021711819454,47,2253.0,0.04778104133659984,47,2253.0
440.0,69,1292,57,372,441,0,1488.0,21.565217391304348,1.1140540742487324,57,2113.0,0.04360432179783395,57,2113.0
450.0,72,1315,35,376,448,0,764.0,10.61111111111111,2.8882444477141367,35,1781.0,0.10232501743301893,35,1781.0
460.0,69,1345,45,389,458,0,1036.0,15.014492753623188,2.6202461298323323,45,1668.0,0.08171432475409374,45,1668.0
470.0,66,1386,54,401,467,0,1527.0,23.136363636363637,1.5743757950981423,54,2054.0,0.05130332442507786,54,2054.0
480.0,67,1417,53,406,473,0,1555.0,23.208955223880597,1.1871566907705535,53,2379.0,0.04896615818688015,53,2379.0
490.0,67,1450,53,410,477,0,1863.0,27.80597014925373,1.6000376247328396,53,2522.0,0.07729806542543301,53,2522.0
500.0,70,1481,52,414,484,0,2284.0,32.628571428571426,2.1614556779026706,52,2912.0,0.0579669034688811,52,2912.0
510.0,68,1517,51,424,492,0,2794.0,41.088235294117645,2.064163661945354,51,3409.0,0.06522080605498072,51,3409.0
520.0,67,1546,49,433,500,0,2532.0,37.791044776119406,1.8599567375207169,49,3280.0,0.0690628962133471,49,3280.0
530.0,66,1576,44,439,505,0,2458.0,37.24242424242424,2.3157849188644994,44,3099.0,0.0629105508985233,44,3099.0
540.0,67,1613,36,448,515,0,1222.0,18.238805970149254,2.7826504653127246,36,2593.0,0.1112569781269313,36,2593.0
550.0,69,1643,38,459,528,0,850.0,12.318840579710145,3.0550378126543682,38,1991.0,0.11787285917169035,38,1991.0
560.0,66,1680,46,469,535,0,1286.0,19.484848484848484,2.604865486163667,46,1843.0,0.0844169954214824,46,1843.0
570.0,61,1703,44,481,542,0,1553.0,25.459016393442624,1.8755544198740037,44,1910.0,0.07580040960435488,44,1910.0
580.0,62,1732,44,487,549,0,1957.0,31.56451612903226,1.7753354673009414,44,2124.0,0.07035474197061044,44,2124.0
590.0,65,1758,42,492,557,0,2270.0,34.92307692307692,2.6683402673504406,42,2462.0,0.11389273335563291,42,2462.0
600.0,63,1787,50,502,565,0,2724.0,43.23809523809524,1.7804185179890373,50,2891.0,0.05289254532799215,50,2891.0
610.0,62,1818,48,509,571,0,2522.0,40.67741935483871,1.5727328447410172,48,2848.0,0.05591919588611818,48,2848.0
620.0,63,1846,47,514,577,0,1998.0,31.714285714285715,1.9930903568116616,47,2550.0,0.05015947218688747,47,2550.0
630.0,64,1876,49,520,584,0,2354.0,36.78125,2.160695193730341,49,2664.0,0.07574964947919671,49,2664.0
640.0,63,1906,40,527,590,0,1365.0,21.666666666666668,2.745176555963576,40,2170.0,0.09565381247854719,40,2170.0
650.0,65,1927,44,536,601,0,1496.0,23.015384615384615,2.4527436124477484,44,2006.0,0.07624900420878863,44,2006.0
660.0,67,1948,51,544,611,0,1958.0,29.223880597014926,2.065136619916963,51,2103.0,0.07545389611553342,51,2103.0
670.0,67,1977,41,551,618,0,1793.0,26.761194029850746,2.0827187451308142,41,2266.0,0.08818408474219375,41,2266.0
