episode,step,reward,queue,action
3,93,-6,1,0
3,94,-4,5,1
3,95,-3,2,1
3,96,-2,4,0
3,97,-4,8,1
3,98,-2,10,1
3,99,-3,13,1
3,100,-2,15,1
3,101,-9,6,0
3,102,0,6,1
3,103,0,6,1
3,104,-3,9,0
3,105,-3,12,1
3,106,-3,15,1
3,107,-2,17,1
3,108,-3,20,1
3,109,-9,11,0
3,110,-5,6,1
3,111,-1,7,1
3,112,-5,12,1
3,113,-9,3,0
3,114,-3,6,1
3,115,-3,3,1
3,116,-3,6,1
3,117,-3,9,1
3,118,-7,2,0
3,119,-5,7,1
3,120,-6,1,1
3,121,-4,5,0
3,122,-2,7,1
3,123,-2,9,1
3,124,-3,12,1
3,125,-2,14,1
3,126,-3,17,1
3,127,-3,20,1
3,128,-9,11,0
3,129,-6,5,1
3,130,-4,9,0
3,131,-6,3,1
3,132,-3,6,1
3,133,-5,1,0
3,134,-4,5,0
3,135,-3,2,1
3,136,-3,5,0
3,137,-2,7,1
3,138,-2,9,1
3,139,-4,13,1
3,140,-3,16,1
3,141,-10,6,0
3,142,-1,5,1
3,143,-4,9,0
3,144,-7,2,1
3,145,-3,5,1
3,146,-3,8,1
3,147,-3,11,1
3,148,-2,13,1
3,149,-3,16,1
3,150,-8,8,0
3,151,-2,6,1
3,152,0,6,1
3,153,-4,10,0
3,154,-2,12,1
3,155,-3,15,1
3,156,-10,5,0
3,157,0,5,1
3,158,0,5,1
3,159,-3,8,0
3,160,-3,11,1
3,161,-10,1,0
3,162,-4,5,1
3,163,-4,1,1
3,164,-3,4,1
3,165,-3,7,1
3,166,-3,10,1
3,167,-7,3,0
3,168,-4,7,1
3,169,-6,1,1
3,170,-4,5,1
3,171,-3,2,0
3,172,-4,6,1
3,173,-4,10,0
3,174,-9,1,1
3,175,-3,4,1
3,176,-3,7,1
3,177,-5,2,0
3,178,-4,6,1
3,179,-4,2,1
3,180,-2,4,1
3,181,-3,7,1
3,182,-5,2,0
3,183,-4,6,1
3,184,-6,0,1
3,185,-4,4,0
3,186,-2,6,1
3,187,-4,10,1
3,188,-2,12,1
3,189,-3,15,1
3,190,-11,4,0
3,191,-1,5,0
3,192,0,5,1
3,193,-3,8,0
3,194,-3,11,1
3,195,-9,2,0
3,196,-4,6,1
3,197,-4,2,1
3,198,-2,4,1
3,199,-3,7,1
4,0,0,0,1
4,1,-2,2,1
4,2,-1,1,1
4,3,-3,4,1
4,4,-2,6,1
4,5,-3,9,1
4,6,-3,12,1
4,7,-3,15,1
4,8,-10,5,0
4,9,-1,6,1
4,10,-1,5,1
4,11,-3,8,0
4,12,-2,10,1
4,13,-7,3,0
4,14,-3,6,1
4,15,-3,3,1
4,16,-2,5,1
4,17,-3,8,1
4,18,-3,11,1
4,19,-9,2,0
4,20,-4,6,1
4,21,-4,2,1
4,22,-3,5,0
4,23,-2,7,1
4,24,-5,2,0
4,25,-4,6,0
4,26,-5,1,1
4,27,-3,4,1
4,28,-2,2,0
4,29,-3,5,1
4,30,-4,9,0
4,31,-8,1,1
4,32,-2,3,1
4,33,-3,6,1
4,34,-3,3,0
4,35,-2,5,0
4,36,-5,10,0
4,37,-9,1,1
4,38,-4,5,1
4,39,-1,4,0
4,40,-3,7,1
4,41,-5,2,1
4,42,-2,4,1
4,43,-2,2,0
4,44,-3,5,1
4,45,-3,2,1
4,46,-3,5,0
4,47,-2,7,1
4,48,-3,10,1
4,49,-8,2,0
4,50,-4,6,1
4,51,-6,0,1
4,52,-4,4,1
4,53,-1,3,0
4,54,-4,7,1
4,55,-5,2,1
4,56,-3,5,0
4,57,-2,7,1
4,58,-2,9,1
4,59,-3,12,1
4,60,-3,15,1
4,61,-3,18,1
4,62,-2,20,1
4,63,-3,23,1
4,64,-3,26,1
4,65,-3,29,1
4,66,-10,19,0
4,67,-9,10,1
4,68,-1,9,0
4,69,-1,8,1
4,70,-6,14,1
4,71,-3,17,1
4,72,-9,8,0
4,73,-2,6,1
4,74,-1,7,1
4,75,-3,10,1
4,76,-3,13,1
4,77,-3,16,1
4,78,-3,19,1
4,79,-10,9,0
4,80,-3,6,1
4,81,-1,7,1
4,82,-4,11,0
4,83,-9,2,0
4,84,-3,5,1
4,85,-5,0,1
4,86,-4,4,1
4,87,-2,6,1
4,88,-3,9,1
4,89,-7,2,0
4,90,-4,6,1
4,91,-4,2,1
4,92,-2,4,1
4,93,-3,7,1
4,94,-4,3,0
4,95,-3,6,1
4,96,-5,1,1
4,97,-3,4,1
4,98,-3,7,1
4,99,-5,2,0
4,100,-3,5,0
4,101,-5,10,0
4,102,-9,1,1
4,103,-3,4,0
4,104,-2,6,1
4,105,-3,9,1
4,106,-3,12,1
4,107,-10,2,0
4,108,-4,6,1
4,109,-3,3,1
4,110,-2,5,1
4,111,-2,3,0
4,112,-4,7,1
4,113,-5,2,1
4,114,-2,4,1
4,115,-3,7,1
4,116,-3,10,1
4,117,-3,13,1
4,118,-2,15,1
4,119,-3,18,1
4,120,-10,8,0
4,121,-2,6,1
4,122,-4,10,0
4,123,-8,2,1
4,124,-3,5,1
4,125,-2,7,1
4,126,-3,10,1
4,127,-3,13,1
4,128,-9,4,0
4,129,-1,5,1
4,130,-4,1,1
4,131,-4,5,0
4,132,-2,3,0
4,133,-4,7,1
4,134,-6,1,1
4,135,-3,4,0
4,136,-2,6,1
4,137,-3,9,1
4,138,-7,2,0
4,139,-4,6,1
4,140,-3,3,1
4,141,-2,5,0
4,142,-4,1,0
4,143,-4,5,1
4,144,-4,9,0
4,145,-7,2,1
4,146,-3,5,0
4,147,-3,8,1
4,148,-1,9,1
4,149,-4,13,1
4,150,-2,15,1
4,151,-3,18,1
4,152,-3,21,1
4,153,-10,11,0
4,154,-5,6,1
4,155,-2,8,1
4,156,-6,14,1
4,157,-9,5,0
4,158,-1,6,1
4,159,-1,5,1
4,160,-3,8,0
4,161,-7,1,0
4,162,-4,5,1
4,163,-3,2,1
4,164,-2,4,1
4,165,-2,2,0
4,166,-3,5,1
4,167,-3,2,1
4,168,-2,4,0
4,169,-1,3,0
4,170,-4,7,1
4,171,-2,9,0
4,172,-7,2,1
4,173,-3,5,0
4,174,-3,2,0
4,175,-4,6,1
4,176,-5,1,1
4,177,-3,4,1
4,178,-3,7,1
4,179,-2,9,1
4,180,-3,12,1
4,181,-3,15,1
4,182,-3,18,1
4,183,-2,20,1
4,184,-3,23,1
4,185,-2,25,1
4,186,-8,17,0
4,187,-12,5,1
4,188,-2,7,1
4,189,-11,18,0
4,190,-10,8,0
4,191,-3,5,1
4,192,-2,7,1
4,193,-5,12,0
4,194,-2,14,1
4,195,-2,16,1
4,196,-3,19,1
4,197,-3,22,1
4,198,-8,14,0
4,199,-9,5,1
5,0,0,0,1
5,1,-2,2,1
5,2,-1,1,1
5,3,-3,4,0
5,4,-2,6,1
5,5,-5,1,0
5,6,-5,6,0
5,7,-5,1,1
5,8,-2,3,1
5,9,0,3,0
5,10,-5,8,1
5,11,-7,1,1
5,12,-4,5,0
5,13,-2,3,0
5,14,-2,5,1
5,15,-2,3,1
5,16,-2,5,1
5,17,-3,2,0
5,18,-4,6,0
5,19,-3,9,0
5,20,-8,1,1
5,21,-3,4,1
5,22,-3,7,1
5,23,-4,3,0
5,24,-4,7,1
5,25,-6,1,1
5,26,-3,4,1
5,27,-2,6,1
5,28,-4,2,0
5,29,-3,5,1
5,30,-3,2,1
5,31,-3,5,0
5,32,-4,1,0
5,33,-5,6,1
5,34,-5,1,1
5,35,-3,4,1
5,36,-3,7,1
5,37,-3,10,1
5,38,-8,2,0
5,39,-4,6,1
5,40,-5,1,1
5,41,-3,4,1
5,42,-2,2,0
5,43,-4,6,1
5,44,-5,1,1
5,45,-3,4,1
5,46,-3,7,1
5,47,-5,2,0
5,48,-3,5,1
5,49,-3,2,1
5,50,-3,5,1
5,51,-2,7,1
5,52,-3,10,1
5,53,-6,4,0
5,54,-3,7,1
5,55,-6,1,1
5,56,-2,3,1
5,57,-3,6,1
5,58,-5,1,0
5,59,-4,5,1
5,60,-4,1,1
5,61,-3,4,1
5,62,-3,7,1
5,63,-2,9,1
5,64,-6,3,0
5,65,-3,6,1
5,66,-5,1,1
5,67,-3,4,1
5,68,-3,7,1
5,69,-4,3,0
5,70,-3,6,1
5,71,-5,1,1
5,72,-3,4,1
5,73,-3,7,1
5,74,-4,3,0
5,75,-4,7,1
5,76,-6,1,1
5,77,-3,4,1
5,78,-3,7,1
5,79,-2,9,1
5,80,-3,12,1
5,81,-8,4,0
5,82,-2,6,1
5,83,-3,3,1
5,84,-3,6,0
5,85,-2,8,1
5,86,-3,11,1
5,87,-9,2,0
5,88,-4,6,0
5,89,-4,2,1
5,90,-2,4,0
5,91,-3,7,1
5,92,-3,10,1
5,93,-2,12,1
5,94,-9,3,0
5,95,-3,6,1
5,96,-3,3,1
5,97,-3,6,0
5,98,-3,9,1
5,99,-7,2,0
5,100,-3,5,0
5,101,-4,1,1
5,102,-2,3,0
5,103,-3,6,1
5,104,-3,9,1
5,105,-2,11,1
5,106,-3,14,1
5,107,-3,17,1
5,108,-10,7,0
5,109,-1,6,1
5,110,-2,8,1
5,111,-3,11,1
5,112,-8,3,0
5,113,-4,7,0
5,114,-5,2,1
5,115,-3,5,1
5,116,-4,1,0
5,117,-4,5,1
5,118,-3,2,1
5,119,-2,4,1
5,120,-2,2,0
5,121,-4,6,1
5,122,-5,1,1
5,123,-3,4,1
5,124,-3,7,1
5,125,-5,2,0
5,126,-5,7,1
5,127,-5,2,1
5,128,-3,5,1
5,129,-3,2,0
5,130,-4,6,1
5,131,-5,1,1
5,132,-4,5,1
5,133,-4,1,0
5,134,-4,5,1
5,135,-3,2,1
5,136,-3,5,1
5,137,-2,7,1
5,138,-2,9,1
5,139,-3,12,1
5,140,-3,15,1
5,141,-3,18,1
5,142,-10,8,0
5,143,-3,5,1
5,144,-3,8,1
5,145,-3,11,0
5,146,-3,14,1
5,147,-3,17,1
5,148,-3,20,1
5,149,-2,22,1
5,150,-9,13,0
5,151,-7,6,0
5,152,0,6,1
5,153,-10,16,1
5,154,-9,7,0
5,155,-1,6,1
5,156,-1,7,1
5,157,-2,9,0
5,158,-3,12,1
5,159,-9,3,0
5,160,-2,5,1
5,161,-2,3,1
5,162,-3,6,0
5,163,-4,2,0
5,164,-5,7,1
5,165,-4,3,1
5,166,-3,6,0
5,167,-3,3,0
5,168,-4,7,1
5,169,-6,1,1
5,170,-4,5,0
5,171,-3,2,0
5,172,-4,6,1
5,173,-4,10,0
5,174,-9,1,1
5,175,-4,5,0
5,176,-2,3,0
5,177,-3,6,1
5,178,-5,1,1
5,179,-3,4,0
5,180,-3,7,1
5,181,-2,9,1
5,182,-3,12,1
5,183,-7,5,0
5,184,-2,7,0
5,185,-4,3,1
5,186,-2,5,1
5,187,-3,2,0
5,188,-3,5,1
5,189,-4,1,1
5,190,-4,5,1
5,191,-4,1,0
5,192,-5,6,1
5,193,-4,2,1
5,194,-2,4,1
5,195,-3,7,1
5,196,-6,1,0
5,197,-4,5,1
5,198,-4,1,1
5,199,-3,4,0
6,0,0,0,1
6,1,-2,2,1
6,2,-1,1,1
6,3,-3,4,0
6,4,-2,6,1
6,5,-3,9,1
6,6,-6,3,0
6,7,-3,6,1
6,8,-4,2,1
6,9,-3,5,1
6,10,-3,8,1
6,11,-2,10,1
6,12,-7,3,0
6,13,-3,6,1
6,14,-5,1,1
6,15,-3,4,0
6,16,-3,1,0
6,17,-4,5,1
6,18,-4,1,1
6,19,-3,4,0
6,20,-2,2,0
6,21,-3,5,1
6,22,-3,2,1
6,23,-2,4,0
6,24,-2,2,0
6,25,-3,5,1
6,26,-3,2,1
6,27,-3,5,1
6,28,-2,7,1
6,29,-5,2,0
6,30,-3,5,1
6,31,-4,1,1
6,32,-2,3,0
6,33,-3,6,1
6,34,-3,9,1
6,35,-2,11,1
6,36,-9,2,0
6,37,-4,6,1
6,38,-3,9,0
6,39,-7,2,1
6,40,-3,5,1
6,41,-2,3,0
6,42,-4,7,1
6,43,-5,2,1
6,44,-2,4,0
6,45,-3,7,1
6,46,-4,3,0
6,47,-3,6,1
6,48,-4,2,1
6,49,-3,5,1
6,50,-2,7,1
6,51,-4,3,0
6,52,-3,6,1
6,53,-5,1,1
6,54,-2,3,0
6,55,-3,6,1
6,56,-4,2,0
6,57,-4,6,1
6,58,-3,9,0
6,59,-7,2,1
6,60,-2,4,0
6,61,-3,7,1
6,62,-6,1,0
6,63,-5,6,0
6,64,-5,1,1
6,65,-3,4,0
6,66,-1,3,0
6,67,-3,6,1
6,68,-5,1,1
6,69,-3,4,1
6,70,-1,3,0
6,71,-3,6,1
6,72,-5,1,1
6,73,-3,4,0
6,74,-1,3,0
6,75,-4,7,1
6,76,-6,1,1
6,77,-3,4,1
6,78,-3,7,1
6,79,-5,2,0
6,80,-4,6,0
6,81,-4,2,1
6,82,-3,5,0
6,83,-3,2,0
6,84,-3,5,1
6,85,-4,9,0
6,86,-7,2,1
6,87,-2,4,1
6,88,-1,3,0
6,89,-3,6,1
6,90,-5,1,1
6,91,-3,4,0
6,92,-3,7,1
6,93,-6,1,0
6,94,-3,4,0
6,95,-2,2,1
6,96,-3,5,0
6,97,-2,7,1
6,98,-4,3,0
6,99,-3,6,1
6,100,-4,2,1
6,101,-2,4,0
6,102,-3,7,1
6,103,-5,2,0
6,104,-3,5,1
6,105,-3,2,1
6,106,-2,4,1
6,107,-2,2,0
6,108,-4,6,1
6,109,-4,2,1
6,110,-2,4,0
6,111,-2,6,1
6,112,-4,10,1
6,113,-2,12,1
6,114,-8,4,0
6,115,-3,7,1
6,116,-2,9,0
6,117,-8,1,1
6,118,-4,5,1
6,119,-2,7,1
6,120,-5,2,0
6,121,-4,6,1
6,122,-5,1,1
6,123,-3,4,0
6,124,-3,1,0
6,125,-4,5,1
6,126,-4,1,1
6,127,-3,4,0
6,128,-3,7,1
6,129,-5,2,0
6,130,-4,6,1
6,131,-5,1,1
6,132,-4,5,1
6,133,-2,7,1
6,134,-5,2,0
6,135,-4,6,1
6,136,-3,9,0
6,137,-8,1,1
6,138,-2,3,0
6,139,-3,6,1
6,140,-4,2,0
6,141,-3,5,1
6,142,-4,1,1
6,143,-3,4,0
6,144,-2,2,0
6,145,-3,5,1
6,146,-4,1,1
6,147,-3,4,1
6,148,-2,6,1
6,149,-3,9,1
6,150,-3,12,1
6,151,-9,3,0
6,152,-3,6,1
6,153,-3,3,1
6,154,-3,6,0
6,155,-5,1,0
6,156,-4,5,1
6,157,-3,2,1
6,158,-3,5,1
6,159,-3,2,0
6,160,-3,5,1
6,161,-3,2,1
6,162,-3,5,1
6,163,-3,2,0
6,164,-5,7,1
6,165,-5,2,1
6,166,-3,5,1
6,167,-2,7,1
6,168,-3,10,1
6,169,-8,2,0
6,170,-5,7,1
6,171,-5,2,1
6,172,-3,5,0
6,173,-2,3,0
6,174,-3,6,0
6,175,-5,1,1
6,176,-3,4,0
6,177,-2,6,1
6,178,-3,9,1
6,179,-3,12,1
6,180,-10,2,0
6,181,-4,6,1
6,182,-5,1,1
6,183,-3,4,0
6,184,-1,3,0
6,185,-3,6,1
6,186,-5,1,1
6,187,-3,4,1
6,188,-3,7,1
6,189,-5,2,0
6,190,-4,6,1
6,191,-4,2,1
6,192,-3,5,0
6,193,-4,1,0
6,194,-4,5,1
6,195,-4,1,1
6,196,-3,4,0
6,197,-2,2,0
6,198,-3,5,1
6,199,-3,2,1
7,0,0,0,1
7,1,-2,2,1
7,2,-1,1,1
7,3,-3,4,1
7,4,-2,6,1
7,5,-3,9,1
7,6,-3,12,1
7,7,-3,15,1
7,8,-2,17,1
7,9,-7,10,0
7,10,-3,7,1
7,11,-1,6,1
7,12,-4,10,0
7,13,-3,13,1
7,14,-11,2,0
7,15,-3,5,1
7,16,-2,3,1
7,17,-3,6,0
7,18,-3,3,0
7,19,-4,7,1
7,20,-6,1,1
7,21,-3,4,0
7,22,-3,7,1
7,23,-4,3,0
7,24,-3,6,1
7,25,-5,1,1
7,26,-3,4,0
7,27,-3,7,1
7,28,-5,2,0
7,29,-3,5,1
7,30,-2,3,1
7,31,-2,5,1
7,32,-4,1,0
7,33,-5,6,1
7,34,-5,1,1
7,35,-3,4,1
7,36,-3,7,1
7,37,-6,1,0
7,38,-4,5,1
7,39,-3,2,1
7,40,-2,4,1
7,41,-2,2,0
7,42,-3,5,1
7,43,-3,2,1
7,44,-2,4,0
7,45,-3,1,0
7,46,-5,6,1
7,47,-4,2,1
7,48,-3,5,1
7,49,-3,2,0
7,50,-4,6,1
7,51,-5,1,1
7,52,-3,4,1
7,53,-1,3,0
7,54,-3,6,1
7,55,-4,2,1
7,56,-3,5,1
7,57,-2,7,1
7,58,-3,10,1
7,59,-8,2,0
7,60,-3,5,1
7,61,-4,1,1
7,62,-4,5,0
7,63,-3,2,0
7,64,-4,6,1
7,65,-4,2,1
7,66,-2,4,0
7,67,-3,7,1
7,68,-3,10,1
7,69,-3,13,1
7,70,-9,4,0
7,71,-2,6,1
