step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J5_stopped,J5_accumulated_waiting_time,J5_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,10,17,0,0,10,0,0.0,0.0,7.610960146779933,0,0.0,0.5636869401280574,0,0.0
20.0,25,31,8,0,25,0,24.0,0.96,5.958161052388298,8,24.0,0.40197724047725236,8,24.0
30.0,38,57,12,4,42,0,58.0,1.5263157894736843,5.298416599461339,12,58.0,0.26837332527632723,12,58.0
40.0,44,74,26,13,57,0,221.0,5.0227272727272725,2.986174114730416,26,224.0,0.14282669402019232,26,224.0
50.0,54,104,33,17,71,0,509.0,9.425925925925926,2.792629939725407,33,510.0,0.12231288757024504,33,510.0
60.0,61,118,51,23,84,0,917.0,15.032786885245901,1.316119444333523,51,920.0,0.05916596111466881,51,920.0
70.0,64,155,41,27,91,0,943.0,14.734375,2.4194869994310944,41,1162.0,0.11008343321193224,41,1162.0
80.0,67,180,44,35,102,0,1299.0,19.388059701492537,2.3102226736872513,44,1389.0,0.07214208868423336,44,1389.0
90.0,68,204,52,45,113,0,1701.0,25.014705882352942,1.7752392961595487,52,1795.0,0.08116784786922053,52,1795.0
100.0,70,235,55,49,119,0,2229.0,31.84285714285714,1.6768391598107883,55,2321.0,0.047767404323995726,55,2321.0
110.0,71,267,61,56,127,0,2803.0,39.478873239436616,1.0853088367556252,61,2895.0,0.03474234431511206,61,2895.0
120.0,69,298,51,61,130,0,3092.0,44.81159420289855,1.9403288159120913,51,3245.0,0.06501107944367204,51,3245.0
130.0,67,322,48,70,137,0,3549.0,52.97014925373134,2.221947626922779,48,3592.0,0.0737426614752392,48,3592.0
140.0,66,353,33,79,145,0,1855.0,28.106060606060606,2.7434971058377298,33,3131.0,0.1058836151798574,33,3131.0
150.0,68,381,30,89,157,0,1338.0,19.676470588235293,3.963025309594256,30,2346.0,0.18310647517246678,30,2346.0
160.0,68,410,38,102,170,0,1481.0,21.779411764705884,2.673628685260636,38,2405.0,0.11014231567904777,38,2405.0
170.0,68,435,46,113,181,0,1871.0,27.514705882352942,2.330963172469155,46,2748.0,0.0704911255957793,46,2748.0
180.0,69,467,47,122,191,0,1988.0,28.81159420289855,1.784290657080078,47,2787.0,0.0737741113818483,47,2787.0
190.0,70,492,44,129,199,0,2156.0,30.8,2.489844772062768,44,2920.0,0.09042394143565666,44,2920.0
200.0,71,511,36,137,208,0,1971.0,27.760563380281692,2.7636389832519646,36,2616.0,0.11398901333729466,36,2616.0
210.0,71,546,41,149,220,0,2191.0,30.859154929577464,2.711855440344034,41,2639.0,0.11420429912947908,41,2639.0
220.0,72,572,44,158,230,0,2190.0,30.416666666666668,2.395473360909636,44,2821.0,0.08132473068649204,44,2821.0
230.0,68,606,48,170,238,0,2612.0,38.411764705882355,2.3975838428931513,48,3092.0,0.09075734655324368,48,3092.0
240.0,68,644,55,180,248,0,3114.0,45.794117647058826,1.2082283426208769,55,3573.0,0.05339854954439102,55,3573.0
250.0,73,668,50,184,257,0,3250.0,44.52054794520548,1.872153099242869,50,3899.0,0.06797305833051712,50,3899.0
260.0,71,711,49,191,262,0,3675.0,51.76056338028169,2.4015948383366306,49,4163.0,0.10560630498016622,49,4163.0
270.0,68,731,43,200,268,0,3469.0,51.01470588235294,2.043024018763138,43,4278.0,0.07408845761537278,43,4278.0
280.0,70,765,46,208,278,0,3622.0,51.74285714285714,2.013809629531309,46,4389.0,0.08518688781787893,46,4389.0
290.0,71,793,41,214,285,0,3689.0,51.95774647887324,2.498749450124303,41,4523.0,0.08564708489293334,41,4523.0
300.0,70,810,46,225,295,0,4105.0,58.642857142857146,2.9208077517517026,46,4791.0,0.09461968719466368,46,4791.0
310.0,67,835,49,237,304,0,4445.0,66.34328358208955,2.051915033850974,49,4926.0,0.08436647770402446,49,4926.0
320.0,68,864,53,244,312,0,4921.0,72.36764705882354,1.5270148352089776,53,5180.0,0.05080958509824538,53,5180.0
330.0,70,901,44,249,319,0,4714.0,67.34285714285714,2.1587975844934806,44,5351.0,0.08272534176336863,44,5351.0
340.0,71,933,49,256,327,0,5021.0,70.71830985915493,2.1895916092133945,49,5427.0,0.06794281722294286,49,5427.0
350.0,68,966,56,266,334,0,5558.0,81.73529411764706,1.1747041816533936,56,5866.0,0.04176499996298607,56,5866.0
360.0,68,1006,48,271,339,0,5769.0,84.83823529411765,2.003301252947122,48,6170.0,0.07030740682996735,48,6170.0
370.0,65,1043,46,279,344,0,6155.0,94.6923076923077,2.5213045680515545,46,6440.0,0.09117037695639889,46,6440.0
380.0,66,1091,47,286,352,0,6539.0,99.07575757575758,2.1371980746081727,47,6831.0,0.07777419497601436,47,6831.0
390.0,67,1113,55,294,361,0,7041.0,105.08955223880596,1.3625937735123206,55,7328.0,0.059456644052856424,55,7328.0
400.0,68,1135,52,299,367,0,3745.0,55.0735294117647,0.9672985522597408,52,6672.0,0.037348475338018515,52,6672.0
410.0,67,1171,55,303,370,0,3318.0,49.52238805970149,1.1861396618079403,55,5802.0,0.03350474070584402,55,5802.0
420.0,67,1194,35,308,375,0,1045.0,15.597014925373134,2.7927770682224917,35,4517.0,0.1064805253835092,35,4517.0
430.0,63,1224,38,319,382,0,893.0,14.174603174603174,3.1403991884094102,38,3932.0,0.10748361446117644,38,3932.0
440.0,61,1260,34,331,392,0,878.0,14.39344262295082,2.5613334700056325,34,3593.0,0.08739770758780929,34,3593.0
450.0,62,1288,40,339,401,0,1110.0,17.903225806451612,2.1978029073712433,40,3623.0,0.09124741534216539,40,3623.0
460.0,65,1314,48,345,410,0,1538.0,23.661538461538463,1.564625580652103,48,3960.0,0.08297367163597422,48,3960.0
470.0,69,1349,44,349,418,0,1121.0,16.246376811594203,2.299579137000304,44,3898.0,0.08385935699421186,44,3898.0
