step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J5_stopped,J5_accumulated_waiting_time,J5_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,13,28,1,0,13,0,0.0,0.0,7.741295689490987,1,0.0,0.5682743047698744,1,0.0
20.0,29,52,8,0,29,0,23.0,0.7931034482758621,5.385742084901753,8,24.0,0.32811061013527903,8,24.0
30.0,40,68,16,4,44,0,103.0,2.575,4.632620491510204,16,104.0,0.21725673375567103,16,104.0
40.0,46,102,26,13,59,0,303.0,6.586956521739131,2.929229470246796,26,305.0,0.1515708926620064,26,305.0
50.0,53,126,26,19,72,0,390.0,7.3584905660377355,3.247306901741996,26,479.0,0.15613416356059379,26,479.0
60.0,60,155,36,26,86,0,669.0,11.15,3.1408836740871218,36,683.0,0.12302742344741455,36,683.0
70.0,65,181,35,35,100,0,645.0,9.923076923076923,2.9414419678892045,35,832.0,0.10178601865564235,35,832.0
80.0,63,217,35,47,110,0,967.0,15.34920634920635,3.280825419453906,35,1030.0,0.13933631948143455,35,1030.0
90.0,63,251,43,58,121,0,1306.0,20.73015873015873,1.5470354565532785,43,1366.0,0.08131663804732613,43,1366.0
100.0,66,282,51,63,129,0,1785.0,27.045454545454547,1.8456723438269347,51,1836.0,0.07904469467000949,51,1836.0
110.0,68,308,44,68,136,0,1402.0,20.61764705882353,2.3718583696304774,44,1735.0,0.06750016824882968,44,1735.0
120.0,65,332,37,78,143,0,1118.0,17.2,2.765914200141166,37,1620.0,0.10503611129478856,37,1620.0
130.0,67,358,36,87,154,0,1334.0,19.91044776119403,2.187226006037282,36,1873.0,0.09825561998739335,36,1873.0
140.0,71,380,53,95,166,0,1784.0,25.12676056338028,2.07034864310129,53,2290.0,0.06481676933720733,53,2290.0
150.0,75,411,49,102,177,0,1910.0,25.466666666666665,2.248248086575136,49,2557.0,0.059968258232128854,49,2557.0
160.0,69,452,44,113,182,0,2306.0,33.42028985507246,2.948571596361086,44,2780.0,0.10991999219515357,44,2780.0
170.0,66,495,40,124,190,0,2199.0,33.31818181818182,1.745783071913812,40,2792.0,0.07265259441228324,40,2792.0
180.0,70,526,47,129,199,0,2527.0,36.1,2.598284491678912,47,2684.0,0.09570128666925622,47,2684.0
190.0,71,562,42,139,210,0,1171.0,16.492957746478872,2.564222293596876,42,2301.0,0.10047671639645472,42,2301.0
