episode,reward,waiting_time,steps,avg_queue
77,-679,3.465,200,3.465
78,-656,3.455,200,3.455
79,-642,3.53,200,3.53
80,-696,3.755,200,3.755
81,-657,3.615,200,3.615
82,-626,3.36,200,3.36
83,-647,3.685,200,3.685
84,-637,3.555,200,3.555
85,-660,3.52,200,3.52
86,-668,3.69,200,3.69
87,-664,3.41,200,3.41
88,-648,3.63,200,3.63
89,-650,3.485,200,3.485
90,-675,3.44,200,3.44
91,-654,3.43,200,3.43
92,-643,3.505,200,3.505
93,-663,3.575,200,3.575
94,-662,3.465,200,3.465
95,-637,3.49,200,3.49
96,-658,3.54,200,3.54
97,-641,3.51,200,3.51
98,-637,3.42,200,3.42
99,-642,3.51,200,3.51
100,-643,3.435,200,3.435
101,-662,3.63,200,3.63
102,-641,3.515,200,3.515
103,-677,3.6,200,3.6
104,-657,3.46,200,3.46
105,-655,3.465,200,3.465
106,-649,3.39,200,3.39
107,-661,3.525,200,3.525
108,-657,3.54,200,3.54
109,-610,3.545,200,3.545
110,-659,3.395,200,3.395
111,-642,3.525,200,3.525
112,-637,3.485,200,3.485
113,-653,3.42,200,3.42
114,-639,3.375,200,3.375
115,-669,3.27,200,3.27
116,-655,3.435,200,3.435
117,-651,3.495,200,3.495
118,-650,3.43,200,3.43
119,-669,3.41,200,3.41
120,-641,3.4,200,3.4
121,-657,3.4,200,3.4
122,-654,3.32,200,3.32
123,-653,3.59,200,3.59
124,-633,3.47,200,3.47
125,-658,3.41,200,3.41
126,-640,3.515,200,3.515
127,-623,3.53,200,3.53
128,-670,3.45,200,3.45
129,-666,3.46,200,3.46
130,-651,3.47,200,3.47
131,-630,3.445,200,3.445
132,-649,3.45,200,3.45
133,-632,3.445,200,3.445
134,-666,3.255,200,3.255
135,-666,3.255,200,3.255
136,-657,3.4,200,3.4
137,-645,3.48,200,3.48
138,-650,3.445,200,3.445
139,-643,3.385,200,3.385
140,-672,3.31,200,3.31
141,-646,3.275,200,3.275
142,-643,3.375,200,3.375
143,-674,3.445,200,3.445
144,-666,3.255,200,3.255
145,-619,3.505,200,3.505
146,-662,3.26,200,3.26
147,-650,3.415,200,3.415
148,-660,3.335,200,3.335
149,-638,3.43,200,3.43
150,-666,3.255,200,3.255
151,-666,3.255,200,3.255
152,-656,3.265,200,3.265
153,-638,3.38,200,3.38
154,-662,3.26,200,3.26
155,-666,3.255,200,3.255
156,-666,3.255,200,3.255
157,-666,3.255,200,3.255
158,-666,3.255,200,3.255
159,-672,3.445,200,3.445
160,-666,3.255,200,3.255
161,-666,3.255,200,3.255
162,-672,3.275,200,3.275
163,-666,3.255,200,3.255
164,-666,3.255,200,3.255
165,-666,3.255,200,3.255
166,-652,3.475,200,3.475
167,-666,3.255,200,3.255
168,-666,3.255,200,3.255
169,-656,3.38,200,3.38
170,-666,3.255,200,3.255
171,-666,3.255,200,3.255
172,-670,3.31,200,3.31
173,-666,3.255,200,3.255
174,-638,3.43,200,3.43
175,-666,3.255,200,3.255
176,-666,3.255,200,3.255
177,-646,3.46,200,3.46
178,-648,3.495,200,3.495
179,-666,3.255,200,3.255
180,-649,3.4,200,3.4
181,-663,3.53,200,3.53
182,-666,3.255,200,3.255
183,-666,3.255,200,3.255
184,-648,3.455,200,3.455
185,-646,3.26,200,3.26
186,-666,3.255,200,3.255
187,-666,3.255,200,3.255
188,-666,3.255,200,3.255
189,-666,3.255,200,3.255
190,-639,3.415,200,3.415
191,-642,3.51,200,3.51
192,-630,3.43,200,3.43
193,-666,3.255,200,3.255
194,-657,3.28,200,3.28
195,-666,3.255,200,3.255
196,-621,3.45,200,3.45
197,-658,3.275,200,3.275
198,-666,3.255,200,3.255
199,-638,3.41,200,3.41
200,-654,3.34,200,3.34
201,-656,3.42,200,3.42
202,-668,3.39,200,3.39
203,-666,3.255,200,3.255
204,-650,3.33,200,3.33
205,-658,3.45,200,3.45
206,-648,3.455,200,3.455
207,-666,3.255,200,3.255
208,-666,3.255,200,3.255
209,-666,3.255,200,3.255
210,-666,3.255,200,3.255
211,-638,3.43,200,3.43
212,-638,3.455,200,3.455
213,-666,3.255,200,3.255
214,-616,3.48,200,3.48
215,-672,3.445,200,3.445
216,-666,3.255,200,3.255
217,-626,3.42,200,3.42
218,-660,3.47,200,3.47
219,-666,3.255,200,3.255
220,-650,3.44,200,3.44
221,-666,3.255,200,3.255
222,-666,3.255,200,3.255
223,-666,3.255,200,3.255
224,-666,3.255,200,3.255
225,-666,3.255,200,3.255
226,-666,3.255,200,3.255
227,-666,3.255,200,3.255
228,-648,3.435,200,3.435
229,-666,3.255,200,3.255
230,-666,3.255,200,3.255
231,-666,3.255,200,3.255
232,-666,3.255,200,3.255
233,-654,3.27,200,3.27
234,-671,3.46,200,3.46
235,-666,3.255,200,3.255
236,-666,3.255,200,3.255
237,-666,3.255,200,3.255
238,-666,3.255,200,3.255
239,-666,3.255,200,3.255
240,-652,3.29,200,3.29
241,-646,3.46,200,3.46
242,-666,3.255,200,3.255
243,-666,3.255,200,3.255
244,-666,3.255,200,3.255
245,-666,3.255,200,3.255
246,-666,3.255,200,3.255
247,-666,3.255,200,3.255
248,-666,3.255,200,3.255
249,-666,3.255,200,3.255
250,-666,3.255,200,3.255
251,-666,3.255,200,3.255
252,-632,3.445,200,3.445
253,-666,3.255,200,3.255
254,-666,3.255,200,3.255
255,-666,3.255,200,3.255
256,-650,3.45,200,3.45
257,-666,3.255,200,3.255
258,-666,3.255,200,3.255
259,-666,3.255,200,3.255
260,-666,3.255,200,3.255
261,-658,3.37,200,3.37
262,-666,3.255,200,3.255
263,-666,3.255,200,3.255
264,-666,3.255,200,3.255
265,-666,3.255,200,3.255
266,-666,3.255,200,3.255
267,-666,3.255,200,3.255
268,-666,3.255,200,3.255
269,-666,3.255,200,3.255
270,-666,3.255,200,3.255
271,-666,3.255,200,3.255
272,-666,3.255,200,3.255
273,-654,3.32,200,3.32
274,-666,3.255,200,3.255
275,-666,3.255,200,3.255
276,-652,3.435,200,3.435
277,-666,3.255,200,3.255
278,-666,3.255,200,3.255
279,-666,3.255,200,3.255
280,-666,3.255,200,3.255
281,-666,3.255,200,3.255
282,-666,3.255,200,3.255
283,-654,3.375,200,3.375
284,-666,3.255,200,3.255
285,-666,3.255,200,3.255
286,-666,3.255,200,3.255
287,-666,3.255,200,3.255
288,-666,3.255,200,3.255
289,-666,3.255,200,3.255
290,-666,3.255,200,3.255
291,-666,3.255,200,3.255
292,-666,3.255,200,3.255
293,-666,3.255,200,3.255
294,-666,3.255,200,3.255
295,-666,3.255,200,3.255
296,-666,3.255,200,3.255
297,-664,3.275,200,3.275
298,-666,3.255,200,3.255
299,-666,3.255,200,3.255
300,-666,3.255,200,3.255
301,-666,3.255,200,3.255
302,-666,3.255,200,3.255
303,-666,3.255,200,3.255
304,-666,3.255,200,3.255
305,-666,3.255,200,3.255
306,-666,3.255,200,3.255
307,-666,3.255,200,3.255
308,-666,3.255,200,3.255
309,-666,3.255,200,3.255
310,-666,3.255,200,3.255
311,-666,3.255,200,3.255
312,-666,3.255,200,3.255
313,-666,3.255,200,3.255
314,-666,3.255,200,3.255
315,-666,3.255,200,3.255
316,-666,3.255,200,3.255
317,-646,3.46,200,3.46
318,-666,3.255,200,3.255
319,-666,3.255,200,3.255
320,-666,3.255,200,3.255
321,-666,3.255,200,3.255
322,-666,3.255,200,3.255
323,-666,3.255,200,3.255
324,-666,3.255,200,3.255
325,-666,3.255,200,3.255
326,-666,3.255,200,3.255
327,-666,3.255,200,3.255
328,-666,3.255,200,3.255
329,-666,3.255,200,3.255
330,-666,3.255,200,3.255
331,-666,3.255,200,3.255
332,-672,3.445,200,3.445
333,-666,3.255,200,3.255
334,-666,3.255,200,3.255
335,-666,3.255,200,3.255
336,-666,3.255,200,3.255
337,-666,3.255,200,3.255
338,-666,3.255,200,3.255
339,-666,3.255,200,3.255
340,-666,3.255,200,3.255
341,-646,3.445,200,3.445
342,-666,3.255,200,3.255
343,-666,3.255,200,3.255
344,-666,3.255,200,3.255
345,-666,3.255,200,3.255
346,-666,3.255,200,3.255
347,-666,3.255,200,3.255
348,-666,3.255,200,3.255
349,-666,3.255,200,3.255
350,-666,3.255,200,3.255
351,-666,3.255,200,3.255
352,-666,3.255,200,3.255
353,-666,3.255,200,3.255
354,-666,3.255,200,3.255
355,-666,3.255,200,3.255
356,-666,3.255,200,3.255
357,-660,3.47,200,3.47
358,-666,3.255,200,3.255
359,-666,3.255,200,3.255
360,-666,3.255,200,3.255
361,-666,3.255,200,3.255
362,-666,3.255,200,3.255
363,-666,3.255,200,3.255
364,-666,3.255,200,3.255
365,-666,3.255,200,3.255
366,-666,3.255,200,3.255
367,-666,3.255,200,3.255
368,-666,3.255,200,3.255
369,-666,3.255,200,3.255
370,-666,3.255,200,3.255
371,-666,3.255,200,3.255
372,-666,3.255,200,3.255
373,-632,3.445,200,3.445
