step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J5_stopped,J5_accumulated_waiting_time,J5_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,13,19,2,0,13,0,0.0,0.0,6.915976398935623,2,0.0,0.5100291323409857,2,0.0
20.0,27,43,4,0,27,0,18.0,0.6666666666666666,5.424997094533664,4,18.0,0.3073716575566273,4,18.0
30.0,38,61,12,5,43,0,83.0,2.1842105263157894,4.680887576470986,12,83.0,0.24799323469339285,12,83.0
40.0,47,72,26,12,59,0,262.0,5.574468085106383,3.4527324669728308,26,263.0,0.15646268672368774,26,263.0
50.0,57,97,27,19,76,0,330.0,5.7894736842105265,3.003525017630676,27,393.0,0.13267244663857983,27,393.0
60.0,58,133,38,28,86,0,652.0,11.241379310344827,2.999347481241855,38,668.0,0.11303782887825982,38,668.0
70.0,63,160,45,36,99,0,981.0,15.571428571428571,2.2036245708154474,45,1018.0,0.09237350471484544,45,1018.0
80.0,68,187,50,42,110,0,1447.0,21.279411764705884,1.9366059534526225,50,1461.0,0.07432189096657812,50,1461.0
90.0,72,227,60,47,119,0,2007.0,27.875,1.518339042904858,60,2021.0,0.041789781730583786,60,2021.0
100.0,68,256,63,55,123,0,2621.0,38.544117647058826,0.7082068697010331,63,2635.0,0.01969313846292307,63,2635.0
110.0,69,285,63,58,127,0,3241.0,46.971014492753625,0.8609927594953457,63,3255.0,0.02724885895199353,63,3255.0
120.0,69,319,48,62,131,0,2497.0,36.18840579710145,1.7675606498853165,48,3279.0,0.06680075517964229,48,3279.0
130.0,69,366,46,69,138,0,2553.0,37.0,2.82789334975165,46,2968.0,0.1137133970691764,46,2968.0
140.0,68,389,40,78,146,0,1663.0,24.455882352941178,3.0647129196500558,40,2576.0,0.08920663319986144,40,2576.0
150.0,66,416,37,89,155,0,1539.0,23.318181818181817,3.6953136124336154,37,2202.0,0.124546181127459,37,2202.0
160.0,59,452,43,103,162,0,1943.0,32.932203389830505,2.69374594734447,43,2222.0,0.09405543734872221,43,2222.0
170.0,57,489,28,113,170,0,933.0,16.36842105263158,3.606964314079065,28,1872.0,0.15003560752165132,28,1872.0
180.0,58,513,31,124,182,0,801.0,13.810344827586206,2.989328104089687,31,1490.0,0.1297950758830443,31,1490.0
190.0,61,531,40,132,193,0,1153.0,18.901639344262296,2.764349155932822,40,1428.0,0.11247229941226053,40,1428.0
200.0,66,553,35,141,207,0,848.0,12.848484848484848,2.1055818184875936,35,1456.0,0.09538677219955864,35,1456.0
